concept,concept_type,name_short,name,name_catalog,description,tags,unit,domain,indicator_url
fte_total,measure,Sysselsatta,Sysselsatta (heltidsekvivalenter),Sysselsatta,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_sek,heltidsekvivalenter,,
ggas_cap_air,measure,Växthusgaser per capita,Växthusgaser per capita (Lufttransport (kilogram per capita)),Lufttransport ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_utslapp,kilogram per capita,,
ggas_cap_land,measure,Växthusgaser per capita,Växthusgaser per capita (Landtransport och transport via rörledningar (kilogram per capita)),Landtransport och transport via rörledningar ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_utslapp,kilogram per capita,,
ggas_cap_water,measure,Växthusgaser per capita,Växthusgaser per capita (Vattentransport (kilogram per capita)),Vattentransport ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_utslapp,kilogram per capita,,
out_gdp_total,measure,Produktionsvärde per BNP,Produktionsvärde per BNP (procent),Produktionsvärde per BNP,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_prod,procent,,
out_mil_agri,measure,Produktionsvärde,Produktionsvärde (Jordbruk: skogsbruk och fiske (miljoner Euro (Löpande priser))),Jordbruk: skogsbruk och fiske ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_prod,miljoner Euro (Löpande priser),,
out_mil_const,measure,Produktionsvärde,Produktionsvärde (Byggnation (miljoner Euro (Löpande priser))),Byggnation ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_prod,miljoner Euro (Löpande priser),,
out_mil_elec,measure,Produktionsvärde,Produktionsvärde (El- gas- ång- och luftkonditionering: Vattenförsörjning: avlopp: avfallshantering och sanering (miljoner Euro (Löpande priser))),El- gas- ång- och luftkonditionering: Vattenförsörjning: avlopp: avfallshantering och sanering ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_prod,miljoner Euro (Löpande priser),,
out_mil_mine,measure,Produktionsvärde,Produktionsvärde (Gruv- och stenbrottsverksamhet: Tillverkningsindustrin (miljoner Euro (Löpande priser))),Gruv- och stenbrottsverksamhet: Tillverkningsindustrin ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_prod,miljoner Euro (Löpande priser),,
out_mil_serv,measure,Produktionsvärde,Produktionsvärde (Tjänster (miljoner Euro (Löpande priser))),Tjänster ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_prod,miljoner Euro (Löpande priser),,
out_mil_total,measure,Produktionsvärde,Produktionsvärde (Totalt (miljoner Euro (Löpande priser))),Totalt ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_prod,miljoner Euro (Löpande priser),,
total_fte_agri,measure,Sysselsatta,Sysselsatta (Jordbruk: skogsbruk och fiske (heltidsekvivalenter)),Jordbruk: skogsbruk och fiske ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_syssels,heltidsekvivalenter,,
total_fte_const,measure,Sysselsatta,Sysselsatta (Byggnation (heltidsekvivalenter)),Byggnation ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_syssels,heltidsekvivalenter,,
total_fte_elec,measure,Sysselsatta,Sysselsatta (El- gas- ång- och luftkonditionering: Vattenförsörjning: avlopp: avfallshantering och sanering (heltidsekvivalenter)),El- gas- ång- och luftkonditionering: Vattenförsörjning: avlopp: avfallshantering och sanering ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_syssels,heltidsekvivalenter,,
total_fte_mine,measure,Sysselsatta,Sysselsatta (Gruv- och stenbrottsverksamhet: Tillverkningsindustrin (heltidsekvivalenter)),Gruv- och stenbrottsverksamhet: Tillverkningsindustrin ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_syssels,heltidsekvivalenter,,
total_fte_serv,measure,Sysselsatta,Sysselsatta (Tjänster (heltidsekvivalenter)),Tjänster ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_syssels,heltidsekvivalenter,,
total_fte_total,measure,Sysselsatta,Sysselsatta (Totalt (heltidsekvivalenter)),Totalt ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_syssels,heltidsekvivalenter,,
total_ffuel_tax,measure,Fossilsubventioner per totala skatter,Fossilsubventioner per totala skatter (procent),Fossilsubventioner per totala skatter,Fossilsubventioner är statliga skatteutgifter eller transfereringar som premierar produktion och konsumtion av fossila bränslen. Skatter är obligatoriska: ensidiga betalningar: kontant eller in natura: som görs av institutionella enheter till offentliga enheter.,styrm,procent,,
val_gdp_total,measure,Förädlingsvärde per BNP,Förädlingsvärde per BNP (procent),Förädlingsvärde per BNP,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_foradl,procent,,
val_chain_total,measure,Förädlingsvärde,Förädlingsvärde (miljoner Euro (Fasta priser)),Förädlingsvärde,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_foradl,miljoner Euro (Fasta priser),,
val_mil_agri,measure,Förädlingsvärde,Förädlingsvärde (Jordbruk: skogsbruk och fiske (miljoner Euro (Löpande priser))),Jordbruk: skogsbruk och fiske ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_foradl,miljoner Euro (Löpande priser),,
val_mil_const,measure,Förädlingsvärde,Förädlingsvärde (Byggnation (miljoner Euro (Löpande priser))),Byggnation ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_foradl,miljoner Euro (Löpande priser),,
val_mil_elec,measure,Förädlingsvärde,Förädlingsvärde (El- gas- ång- och luftkonditionering: Vattenförsörjning: avlopp: avfallshantering och sanering (miljoner Euro (Löpande priser)),El- gas- ång- och luftkonditionering: Vattenförsörjning: avlopp: avfallshantering och sanering ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_foradl,miljoner Euro (Löpande priser),,
val_mil_mine,measure,Förädlingsvärde,Förädlingsvärde (Gruv- och stenbrottsverksamhet: Tillverkningsindustrin (miljoner Euro (Löpande priser))),Gruv- och stenbrottsverksamhet: Tillverkningsindustrin ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_foradl,miljoner Euro (Löpande priser),,
val_mil_serv,measure,Förädlingsvärde,Förädlingsvärde (Tjänster (miljoner Euro (Löpande priser))),Tjänster ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_foradl,miljoner Euro (Löpande priser),,
val_mil_total,measure,Förädlingsvärde,Förädlingsvärde (Totalt (miljoner Euro (Löpande priser))),Totalt ,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,miljo_foradl,miljoner Euro (Löpande priser),,
imp_total,measure,Varuimport,Varuimport (miljoner kronor (löpande priser)),Varuimport,Handel omfattar varor med tröskelvärden för export med 12.0 miljoner kronor medan tröskelvärdet för import är på 15.0 miljoner kronor.  Källa: SCB,handel,miljoner kronor (löpande priser),,
exp_total,measure,Varuexport,Varuexport (miljoner kronor (löpande priser)),Varuexport,Handel omfattar varor med tröskelvärden för export med 12.0 miljoner kronor medan tröskelvärdet för import är på 15.0 miljoner kronor.  Källa: SCB,handel,miljoner kronor (löpande priser),,
for_eg_fou_bruk,measure,Företagens egna FOU,Företagens egna FOU(Jord- och skogsbruk samt fiske (US dollar: PPP justerade (Löpande priser))),Jord- och skogsbruk samt fiske,Utgifter för forskning och utveckling (eget och externt kapital). Källa: OECD,foretag_fou,US dollar: PPP justerade,,https://data-explorer.oecd.org
for_eg_fou_gruv,measure,Företagens egna FOU,Företagens egna FOU (Gruv- och stenbrytning (US dollar: PPP justerade (Löpande priser))),Gruv- och stenbrytning,Utgifter för forskning och utveckling (eget och externt kapital). Källa: OECD,foretag_fou,US dollar: PPP justerade,,https://data-explorer.oecd.org
for_eg_fou_tillv,measure,Företagens egna FOU,Företagens egna FOU (Tillverkning (US dollar: PPP justerade (Löpande priser))),Tillverkning,Utgifter för forskning och utveckling (eget och externt kapital). Källa: OECD,foretag_fou,US dollar: PPP justerade,,https://data-explorer.oecd.org
for_eg_fou_el,measure,Företagens egna FOU,Företagens egna FOU (El- gas- ång- och luftkonditioneringsförsörjning: vattenförsörjning: avlopp samt avfallshantering och sanering (US dollar: PPP justerade (Löpande priser))),El- gas- ång- och luftkonditioneringsförsörjning: vattenförsörjning: avlopp samt avfallshantering och sanering,Utgifter för forskning och utveckling (eget och externt kapital). Källa: OECD,foretag_fou,US dollar: PPP justerade,,https://data-explorer.oecd.org
for_eg_fou_bygg,measure,Företagens egna FOU,Företagens egna FOU (Bygg- och anläggningsverksamhet (US dollar: PPP justerade (Löpande priser))),Bygg- och anläggningsverksamhet,Utgifter för forskning och utveckling (eget och externt kapital). Källa: OECD,foretag_fou,US dollar: PPP justerade,,https://data-explorer.oecd.org
for_eg_fou_tjanst,measure,Företagens egna FOU,Företagens egna FOU (Tjänster (US dollar: PPP justerade (Löpande priser))),Tjänster,Utgifter för forskning och utveckling (eget och externt kapital). Källa: OECD,foretag_fou,US dollar: PPP justerade,,https://data-explorer.oecd.org
brutto_lop,measure,Bruttonationalprodukt,Bruttonationalprodukt (miljoner US dollar: PPP justerade (Löpande priser)),Bruttonationalprodukt: löpande priser,Källa: OECD,ekonomi,miljoner US dollar: PPP justerade,,https://data-explorer.oecd.org
brutto_fast,measure,Bruttonationalprodukt,Bruttonationalprodukt (miljoner US dollar: PPP justerade (Fasta priser (2020))),Bruttonationalprodukt: fasta priser,Källa: OECD,ekonomi,miljoner US dollar: PPP justerade,,https://data-explorer.oecd.org
foradl_lop_tot,measure,Förädlingsvärde,Förädlingsvärde (Totalt - alla NACE-aktiviteter (euro (Löpande priser))),Totalt - alla NACE-aktiviteter,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_bruk,measure,Förädlingsvärde,Förädlingsvärde (Jord- och skogsbruk samt fiske (euro (Löpande priser))),Jord- och skogsbruk samt fiske ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_veg,measure,Förädlingsvärde,Förädlingsvärde (Vegetabilie- och animalieproduktion: jakt och jaktvård samt service i anslutning härtill (euro (Löpande priser))),Vegetabilie- och animalieproduktion: jakt och jaktvård samt service i anslutning härtill ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_skog,measure,Förädlingsvärde,Förädlingsvärde (Skogsbruk och skogsavverkning (euro (Löpande priser))),Skogsbruk och skogsavverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_fisk,measure,Förädlingsvärde,Förädlingsvärde (Fiske och vattenbruk (euro (Löpande priser))),Fiske och vattenbruk ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_industri,measure,Förädlingsvärde,Förädlingsvärde (Industri (utom byggverksamhet) (euro (Löpande priser))),Industri (utom byggverksamhet),Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_gruv,measure,Förädlingsvärde,Förädlingsvärde (Gruv- och stenbrytning (euro (Löpande priser))),Gruv- och stenbrytning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_tillv,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning (euro (Löpande priser))),Tillverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_livs,measure,Förädlingsvärde,Förädlingsvärde (Livsmedels- dryckes- och tobaksvarutillverkning (euro (Löpande priser))),Livsmedels- dryckes- och tobaksvarutillverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_klader,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av textilier: kläder: läder och liknande produkter (euro (Löpande priser))),Tillverkning av textilier: kläder: läder och liknande produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_tryck,measure,Förädlingsvärde,Förädlingsvärde (Trä- pappers- tryckeri- och reproduktionsvarutillverkning (euro (Löpande priser))),Trä- pappers- tryckeri- och reproduktionsvarutillverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_tra,measure,Förädlingsvärde,Förädlingsvärde (Trä- trä- och korkvarutillverkning utom möbeltillverkning: tillverkning av varor av halm och flätningsmaterial (euro (Löpande priser))),Trä- trä- och korkvarutillverkning utom möbeltillverkning: tillverkning av varor av halm och flätningsmaterial ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_papper,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av papper och pappersvaror (euro (Löpande priser))),Tillverkning av papper och pappersvaror ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_insp,measure,Förädlingsvärde,Förädlingsvärde (Tryckning och reproduktion av inspelade media (euro (Löpande priser))),Tryckning och reproduktion av inspelade media ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_koks,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av koks och raffinerade petroleumprodukter (euro (Löpande priser))),Tillverkning av koks och raffinerade petroleumprodukter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_kem,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av kemikalier och kemiska produkter (euro (Löpande priser))),Tillverkning av kemikalier och kemiska produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_farma,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av farmaceutiska basprodukter och farmaceutiska preparat (euro (Löpande priser))),Tillverkning av farmaceutiska basprodukter och farmaceutiska preparat ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_gummi,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av gummi- och plastvaror och andra icke-metalliska mineraliska produkter (euro (Löpande priser))),Tillverkning av gummi- och plastvaror och andra icke-metalliska mineraliska produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_plast,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av gummi- och plastvaror (euro (Löpande priser))),Tillverkning av gummi- och plastvaror ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_icke_met,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av andra icke-metalliska mineraliska produkter (euro (Löpande priser))),Tillverkning av andra icke-metalliska mineraliska produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_met,measure,Förädlingsvärde,Förädlingsvärde (Metall- och metallvarutillverkning utom tillverkning av maskiner och utrustning (euro (Löpande priser))),Metall- och metallvarutillverkning utom tillverkning av maskiner och utrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_basmet,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av basmetaller (euro (Löpande priser))),Tillverkning av basmetaller ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_met_ej_maskin,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av metallvaror utom maskiner och apparater (euro (Löpande priser))),Tillverkning av metallvaror utom maskiner och apparater ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_dator,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av datorer samt elektroniska och optiska produkter (euro (Löpande priser))),Tillverkning av datorer samt elektroniska och optiska produkter ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_elek,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av elektrisk utrustning (euro (Löpande priser))),Tillverkning av elektrisk utrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_ovr_maskin,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av övriga maskiner och apparater (euro (Löpande priser))),Tillverkning av övriga maskiner och apparater ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_motor_transp,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av motorfordon: släpvagnar samt påhängsvagnar och annan transportutrustning (euro (Löpande priser))),Tillverkning av motorfordon: släpvagnar samt påhängsvagnar och annan transportutrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_motor,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av motorfordon: släpvagnar och påhängsvagnar (euro (Löpande priser))),Tillverkning av motorfordon: släpvagnar och påhängsvagnar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_an_transp,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning av andra transportmedel (euro (Löpande priser))),Tillverkning av andra transportmedel ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
